taxa,reads
g__Mycobacterium.s__Mycobacterium_phlei,25.0
g__Mycobacterium.s__Mycobacterium_smegmatis,5.0
g__Mycobacterium.s__Mycobacterium_sp_H4Y,1.0
g__Mycobacterium.s__Mycobacterium_sp_JLS,6.0
g__Mycobacterium.s__Mycobacterium_sp_MOTT36Y,1.0
g__Mycobacterium.s__Mycobacterium_yongonense,2.0
g__Natrialba.s__Natrialba_magadii,2.0
g__Naumovozyma.s__Naumovozyma_dairenensis,4.0
g__Neisseria.s__Neisseria_mucosa,10.0
g__Neisseria.s__Neisseria_sp_oral_taxon_014,2.0
g__Neosartorya.s__Neosartorya_fischeri,7.0
g__Neurospora.s__Neurospora_crassa,50.0
g__Nevskia.s__Nevskia_ramosa,16.0
g__Niabella.s__Niabella_soli,2.0
g__Niastella.s__Niastella_koreensis,6.0
g__Nitratireductor.s__Nitratireductor_indicus,2.0
g__Nitratireductor.s__Nitratireductor_pacificus,5.0
g__Nitrobacter.s__Nitrobacter_hamburgensis,4.0
g__Nitrobacter.s__Nitrobacter_winogradskyi,4.0
g__Nocardioides.s__Nocardioides_sp_JS614,2.0
g__Novosphingobium.s__Novosphingobium_aromaticivorans,2.0
g__Novosphingobium.s__Novosphingobium_lindaniclasticum,4.0
g__Novosphingobium.s__Novosphingobium_pentaromativorans,1.0
g__Novosphingobium.s__Novosphingobium_sp_AP12,5.0
g__Novosphingobium.s__Novosphingobium_sp_B_7,22.0
g__Novosphingobium.s__Novosphingobium_sp_PP1Y,1.0
g__Novosphingobium.s__Novosphingobium_tardaugens,4.0
g__Oceanibaculum.s__Oceanibaculum_indicum,5.0
g__Odoribacter.s__Odoribacter_splanchnicus,2.0
g__Oligotropha.s__Oligotropha_carboxidovorans,1.0
g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV1,1.0
g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV5,1.0
g__Paenibacillus.s__Paenibacillus_lactis,964.0
g__Paenibacillus.s__Paenibacillus_sp_oral_taxon_786,11.0
g__Pantoea.s__Pantoea_stewartii,2.0
g__Parabacteroides.s__Parabacteroides_distasonis,42859.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,35557.0
g__Parabacteroides.s__Parabacteroides_johnsonii,134.0
g__Parabacteroides.s__Parabacteroides_merdae,3269.0
g__Parabacteroides.s__Parabacteroides_sp_20_3,2.0
g__Parabacteroides.s__Parabacteroides_sp_ASF519,42632.0
g__Parabacteroides.s__Parabacteroides_sp_D13,147.0
g__Parabacteroides.s__Parabacteroides_sp_D25,5.0
g__Paracoccidioides.s__Paracoccidioides_sp_lutzii,1.0
g__Paracoccus.s__Paracoccus_sp_N5,1.0
g__Paracoccus.s__Paracoccus_sp_TRP,3.0
g__Paraprevotella.s__Paraprevotella_clara,11.0
g__Paraprevotella.s__Paraprevotella_xylaniphila,2.0
g__Parastagonospora.s__Parastagonospora_nodorum,2.0
g__Parvimonas.s__Parvimonas_micra,1.0
g__Pasteurella.s__Pasteurella_multocida,1.0
g__Patulibacter.s__Patulibacter_medicamentivorans,5.0
g__Pectobacterium.s__Pectobacterium_carotovorum,1.0
g__Pedobacter.s__Pedobacter_heparinus,1.0
g__Pedosphaera.s__Pedosphaera_parvula,1.0
g__Pelagibaca.s__Pelagibaca_bermudensis,4.0
g__Pelagibacterium.s__Pelagibacterium_halotolerans,1.0
g__Penicillium.s__Penicillium_chrysogenum,5.0
g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii,54.0
g__Peptostreptococcaceae_noname.s__Clostridium_difficile,532.0
g__Peptostreptococcaceae_noname.s__Clostridium_sordellii,20.0
g__Perkinsus.s__Perkinsus_marinus,70.0
g__Phyllobacterium.s__Phyllobacterium_sp_YR531,5.0
g__Planctomyces.s__Planctomyces_limnophilus,1.0
g__Plasmodium.s__Plasmodium_berghei,252.0
g__Plasmodium.s__Plasmodium_chabaudi,38.0
g__Plasmodium.s__Plasmodium_knowlesi,1.0
g__Plasmodium.s__Plasmodium_yoelii,207.0
g__Podospora.s__Podospora_anserina,25.0
g__Polaromonas.s__Polaromonas_naphthalenivorans,3.0
g__Polaromonas.s__Polaromonas_sp_JS666,5.0
g__Polynucleobacter.s__Polynucleobacter_necessarius,17.0
g__Porphyrobacter.s__Porphyrobacter_sp_AAP82,8.0
g__Porphyromonas.s__Porphyromonas_crevioricanis,2.0
g__Porphyromonas.s__Porphyromonas_gingivalis,37.0
g__Prevotella.s__Prevotella_amnii,1.0
g__Prevotella.s__Prevotella_buccae,1.0
g__Prevotella.s__Prevotella_histicola,66.0
g__Prevotella.s__Prevotella_marshii,3.0
g__Prevotella.s__Prevotella_nigrescens,13.0
g__Prevotella.s__Prevotella_oris,2.0
g__Prevotella.s__Prevotella_salivae,2.0
g__Prevotella.s__Prevotella_sp_BV3P1,2.0
g__Prevotella.s__Prevotella_sp_oral_taxon_317,2.0
g__Prevotella.s__Prevotella_veroralis,1.0
g__Propionibacterium.s__Propionibacterium_acnes,71.0
g__Propionibacterium.s__Propionibacterium_granulosum,1.0
g__Propionibacterium.s__Propionibacterium_humerusii,1.0
g__Propionibacterium.s__Propionibacterium_sp_409_HC1,22.0
g__Propionibacterium.s__Propionibacterium_sp_434_HC2,39.0
g__Propionibacterium.s__Propionibacterium_sp_5_U_42AFAA,16.0
g__Propionibacterium.s__Propionibacterium_sp_CC003_HC2,30.0
g__Propionibacterium.s__Propionibacterium_sp_HGH0353,1.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1847,21.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1849,18.0
g__Propionibacterium.s__Propionibacterium_sp_KPL1854,21.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2003,24.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2008,22.0
g__Propionibacterium.s__Propionibacterium_sp_KPL2009,44.0
g__Proteus.s__Proteus_mirabilis,1.0
g__Providencia.s__Providencia_rettgeri,1.0
g__Pseudacidovorax.s__Pseudacidovorax_intermedius,5.0
g__Pseudoalteromonas.s__Pseudoalteromonas_agarivorans,7.0
g__Pseudoalteromonas.s__Pseudoalteromonas_haloplanktis,2.0
g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus,6.0
g__Pseudogulbenkiania.s__Pseudogulbenkiania_ferrooxidans,2.0
g__Pseudomonas.s__Pseudomonas_aeruginosa,7.0
g__Pseudomonas.s__Pseudomonas_alcaligenes,1.0
g__Pseudomonas.s__Pseudomonas_alcaliphila,1.0
g__Pseudomonas.s__Pseudomonas_amygdali,1.0
g__Pseudomonas.s__Pseudomonas_denitrificans,2.0
g__Pseudomonas.s__Pseudomonas_extremaustralis,3.0
g__Pseudomonas.s__Pseudomonas_fluorescens,60.0
g__Pseudomonas.s__Pseudomonas_fragi,1.0
g__Pseudomonas.s__Pseudomonas_fulva,1.0
g__Pseudomonas.s__Pseudomonas_fuscovaginae,1.0
g__Pseudomonas.s__Pseudomonas_mandelii,127.0
g__Pseudomonas.s__Pseudomonas_mendocina,5.0
g__Pseudomonas.s__Pseudomonas_mosselii,1.0
g__Pseudomonas.s__Pseudomonas_plecoglossicida,3.0
g__Pseudomonas.s__Pseudomonas_poae,1.0
g__Pseudomonas.s__Pseudomonas_protegens,4.0
g__Pseudomonas.s__Pseudomonas_psychrotolerans,5.0
g__Pseudomonas.s__Pseudomonas_resinovorans,14.0
g__Pseudomonas.s__Pseudomonas_sp_Ag1,14.0
g__Pseudomonas.s__Pseudomonas_sp_CF149,1.0
g__Pseudomonas.s__Pseudomonas_sp_CF150,1.0
g__Pseudomonas.s__Pseudomonas_sp_CFT9,6.0
g__Pseudomonas.s__Pseudomonas_sp_Chol1,1.0
g__Pseudomonas.s__Pseudomonas_sp_EGD_AK9,4.0
g__Pseudomonas.s__Pseudomonas_sp_GM25,1.0
g__Pseudomonas.s__Pseudomonas_sp_GM48,1.0
g__Pseudomonas.s__Pseudomonas_sp_GM49,15.0
g__Pseudomonas.s__Pseudomonas_sp_GM55,14.0
g__Pseudomonas.s__Pseudomonas_sp_P179,1.0
g__Pseudomonas.s__Pseudomonas_sp_PAMC_25886,20.0
g__Pseudomonas.s__Pseudomonas_sp_TJI_51,6.0
g__Pseudomonas.s__Pseudomonas_stutzeri,3.0
g__Pseudomonas.s__Pseudomonas_syringae,49.0
g__Pseudomonas.s__Pseudomonas_viridiflava,1.0
g__Pseudonocardia.s__Pseudonocardia_sp_P2,53.0
g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus,67.0
g__Pseudovibrio.s__Pseudovibrio_sp_JE062,10.0
g__Psychrobacter.s__Psychrobacter_sp_1501_2011,6.0
g__Pyrenophora.s__Pyrenophora_tritici_repentis,7.0
g__Rahnella.s__Rahnella_sp_Y9602,1.0
g__Ralstonia.s__Ralstonia_pickettii,2.0
g__Ralstonia.s__Ralstonia_sp_5_2_56FAA,5.0
g__Ralstonia.s__Ralstonia_sp_5_7_47FAA,4.0
g__Ralstonia.s__Ralstonia_sp_AU12_08,36.0
g__Ralstonia.s__Ralstonia_sp_PBA,5.0
g__Ramlibacter.s__Ramlibacter_tataouinensis,13.0
g__Raoultella.s__Raoultella_ornithinolytica,3.0
g__Rheinheimera.s__Rheinheimera_nanhaiensis,3.0
g__Rheinheimera.s__Rheinheimera_sp_A13L,5.0
g__Rhizobium.s__Rhizobium_gallicum,1.0
g__Rhizobium.s__Rhizobium_grahamii,1.0
g__Rhizobium.s__Rhizobium_leguminosarum,8.0
g__Rhizobium.s__Rhizobium_mongolense,10.0
g__Rhizobium.s__Rhizobium_sp_BR816,2.0
g__Rhizobium.s__Rhizobium_sp_CF080,1.0
g__Rhodanobacter.s__Rhodanobacter_thiooxydans,27.0
g__Rhodobacter.s__Rhodobacter_sp_SW2,1.0
g__Rhodococcus.s__Rhodococcus_opacus,115.0
g__Rhodococcus.s__Rhodococcus_qingshengii,1.0
g__Rhodococcus.s__Rhodococcus_wratislaviensis,641.0
g__Rhodopseudomonas.s__Rhodopseudomonas_palustris,49.0
g__Rhodopseudomonas.s__Rhodopseudomonas_sp_B29,30.0
g__Rhodospirillales_noname.s__Reyranella_massiliensis,88.0
g__Rhodospirillum.s__Rhodospirillum_centenum,3.0
g__Rhodospirillum.s__Rhodospirillum_photometricum,1.0
g__Rickettsia.s__Rickettsia_prowazekii,5.0
g__Rickettsiella.s__Rickettsiella_grylli,2.0
g__Riemerella.s__Riemerella_anatipestifer,1.0
g__Roseburia.s__Roseburia_intestinalis,1.0
g__Roseobacter.s__Roseobacter_sp_SK209_2_6,2.0
g__Roseomonas.s__Roseomonas_cervicalis,2.0
g__Roseovarius.s__Roseovarius_sp_217,2.0
g__Rothia.s__Rothia_mucilaginosa,1.0
g__Rubellimicrobium.s__Rubellimicrobium_thermophilum,2.0
g__Rubrivivax.s__Rubrivivax_benzoatilyticus,7.0
g__Ruegeria.s__Ruegeria_lacuscaerulensis,9.0
g__Ruminococcus.s__Ruminococcus_lactaris,133.0
g__Ruminococcus.s__Ruminococcus_sp,26.0
g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA,5.0
g__Saccharomyces.s__Saccharomyces_cerevisiae,26.0
g__Sagittula.s__Sagittula_stellata,17.0
g__Salipiger.s__Salipiger_mucosus,1.0
g__Salmonella.s__Salmonella_enterica,46.0
g__Scheffersomyces.s__Scheffersomyces_stipitis,22.0
g__Schizophyllum.s__Schizophyllum_commune,26.0
g__Sclerotinia.s__Sclerotinia_sclerotiorum,3.0
g__Scytonema.s__Scytonema_hofmanni,3.0
g__Selenomonas.s__Selenomonas_sp_FOBRC6,1.0
g__Selenomonas.s__Selenomonas_sputigena,1.0
g__Serratia.s__Serratia_marcescens,4.0
g__Serratia.s__Serratia_proteamaculans,3.0
g__Serratia.s__Serratia_sp_ATCC_39006,1.0
g__Shewanella.s__Shewanella_decolorationis,1.0
g__Shewanella.s__Shewanella_oneidensis,3.0
g__Shigella.s__Shigella_boydii,222.0
g__Shigella.s__Shigella_dysenteriae,187.0
g__Shigella.s__Shigella_flexneri,197.0
g__Shigella.s__Shigella_sonnei,204.0
g__Shigella.s__Shigella_sp_D9,214.0
g__Sideroxydans.s__Sideroxydans_lithotrophicus,4.0
g__Singularimonas.s__Singularimonas_variicoloris,2.0
g__Sinorhizobium.s__Sinorhizobium_fredii,28.0
g__Sinorhizobium.s__Sinorhizobium_medicae,2.0
g__Sinorhizobium.s__Sinorhizobium_meliloti,23.0
g__Sordaria.s__Sordaria_macrospora,3.0
g__Sphaerobacter.s__Sphaerobacter_thermophilus,2.0
g__Sphingobium.s__Sphingobium_baderi,2.0
g__Sphingobium.s__Sphingobium_chinhatense,2.0
g__Sphingobium.s__Sphingobium_chlorophenolicum,8.0
g__Sphingobium.s__Sphingobium_indicum,4.0
g__Sphingobium.s__Sphingobium_lactosutens,2.0
g__Sphingobium.s__Sphingobium_quisquiliarum,1.0
g__Sphingobium.s__Sphingobium_sp_HDIP04,2.0
g__Sphingobium.s__Sphingobium_sp_YL23,2.0
g__Sphingobium.s__Sphingobium_ummariense,1.0
g__Sphingobium.s__Sphingobium_xenophagum,41.0
g__Sphingobium.s__Sphingobium_yanoikuyae,15.0
g__Sphingomonas.s__Sphingomonas_echinoides,31.0
g__Sphingomonas.s__Sphingomonas_elodea,3.0
g__Sphingomonas.s__Sphingomonas_melonis,7.0
g__Sphingomonas.s__Sphingomonas_phyllosphaerae,3.0
g__Sphingomonas.s__Sphingomonas_sp_LH128,2.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26605,7.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26617,11.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26621,3.0
g__Sphingomonas.s__Sphingomonas_sp_S17,4.0
g__Sphingomonas.s__Sphingomonas_sp_SKA58,3.0
g__Sphingomonas.s__Sphingomonas_wittichii,2.0
g__Sphingopyxis.s__Sphingopyxis_sp_MC1,4.0
g__Staphylococcus.s__Staphylococcus_arlettae,1.0
g__Staphylococcus.s__Staphylococcus_aureus,9.0
g__Staphylococcus.s__Staphylococcus_caprae_capitis,28.0
g__Staphylococcus.s__Staphylococcus_epidermidis,11.0
g__Staphylococcus.s__Staphylococcus_hominis,1.0
g__Staphylococcus.s__Staphylococcus_saprophyticus,5.0
g__Staphylococcus.s__Staphylococcus_sp_MDS7B,17.0
g__Starkeya.s__Starkeya_novella,2.0
g__Stenotrophomonas.s__Stenotrophomonas_maltophilia,27.0
g__Stenotrophomonas.s__Stenotrophomonas_sp_SKA14,10.0
g__Streptococcus.s__Streptococcus_agalactiae,38.0
g__Streptococcus.s__Streptococcus_australis,10.0
g__Streptococcus.s__Streptococcus_infantis,1.0
g__Streptococcus.s__Streptococcus_iniae,1.0
g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae,1563.0
g__Streptococcus.s__Streptococcus_mutans,26.0
g__Streptococcus.s__Streptococcus_oligofermentans,1.0
g__Streptococcus.s__Streptococcus_salivarius,67.0
g__Streptococcus.s__Streptococcus_sobrinus,18.0
g__Streptococcus.s__Streptococcus_sp_GMD4S,3.0
g__Streptococcus.s__Streptococcus_sp_GMD6S,1.0
g__Streptomyces.s__Streptomyces_albulus,1.0
g__Streptomyces.s__Streptomyces_auratus,4.0
g__Streptomyces.s__Streptomyces_clavuligerus,1.0
g__Streptomyces.s__Streptomyces_globisporus,1.0
g__Streptomyces.s__Streptomyces_sp_303MFCol5_2,10.0
g__Streptomyces.s__Streptomyces_sp_DvalAA_83,2.0
g__Streptomyces.s__Streptomyces_sp_HmicA12,4.0
g__Streptomyces.s__Streptomyces_sp_S4,43.0
g__Streptomyces.s__Streptomyces_sp_SirexAA_E,2.0
g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA,3.0
g__Sutterella.s__Sutterella_parvirubra,1.0
g__Talaromyces.s__Talaromyces_marneffei,7.0
g__Talaromyces.s__Talaromyces_stipitatus,57.0
g__Tannerella.s__Tannerella_sp_6_1_58FAA_CT1,125.0
g__Tetrapisispora.s__Tetrapisispora_phaffii,1.0
g__Tetrasphaera.s__Tetrasphaera_elongata,1.0
g__Thalassiosira.s__Thalassiosira_pseudonana,1718.0
g__Thauera.s__Thauera_aminoaromatica,2.0
g__Thermosinus.s__Thermosinus_carboxydivorans,31.0
g__Thielavia.s__Thielavia_terrestris,177.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL9,1.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ17,1.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALM2T,1.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALMg3,1.0
g__Thiobacillus.s__Thiobacillus_denitrificans,1.0
g__Toxoplasma.s__Toxoplasma_gondii,11.0
g__Trypanosoma.s__Trypanosoma_brucei,11.0
g__Turicella.s__Turicella_otitidis,1.0
g__Ustilago.s__Ustilago_maydis,7.0
g__Variovorax.s__Variovorax_paradoxus,26.0
g__Veillonella.s__Veillonella_sp_3_1_44,1.0
g__Verminephrobacter.s__Verminephrobacter_aporrectodeae,6.0
g__Verminephrobacter.s__Verminephrobacter_eiseniae,5.0
g__Verrucomicrobium.s__Verrucomicrobium_spinosum,1.0
g__Verticillium.s__Verticillium_alfalfae,8.0
g__Vibrio.s__Vibrio_coralliilyticus,2.0
g__Vibrio.s__Vibrio_scophthalmi,63.0
g__Vibrio.s__Vibrio_sp_Ex25,1.0
g__Vibrio.s__Vibrio_sp_HENC_02,2.0
g__Vibrio.s__Vibrio_vulnificus,2.0
g__Williamsia.s__Williamsia_sp_D3,49.0
g__Xanthobacter.s__Xanthobacter_autotrophicus,11.0
g__Xanthomonadaceae_noname.s__Pseudomonas_geniculata,4.0
g__Xanthomonas.s__Xanthomonas_arboricola,1.0
g__Xanthomonas.s__Xanthomonas_axonopodis,1.0
g__Xanthomonas.s__Xanthomonas_campestris,2.0
g__Xanthomonas.s__Xanthomonas_fragariae,1.0
g__Xanthomonas.s__Xanthomonas_fuscans,1.0
g__Xanthomonas.s__Xanthomonas_hortorum,1.0
g__Xanthomonas.s__Xanthomonas_oryzae,1.0
g__Xanthomonas.s__Xanthomonas_sp_NCPPB1132,1.0
g__Xanthomonas.s__Xanthomonas_sp_SHU308,1.0
g__Xanthomonas.s__Xanthomonas_translucens,4.0
g__Xanthomonas.s__Xanthomonas_vesicatoria,6.0
g__Yarrowia.s__Yarrowia_lipolytica,3.0
g__Zymoseptoria.s__Zymoseptoria_tritici,213.0
