taxa,reads
g__Rhodobacter.s__Rhodobacter_sphaeroides,3.0
g__Rhodococcus.s__Rhodococcus_equi,1.0
g__Rhodococcus.s__Rhodococcus_erythropolis,9.0
g__Rhodococcus.s__Rhodococcus_imtechensis,1.0
g__Rhodococcus.s__Rhodococcus_opacus,130.0
g__Rhodococcus.s__Rhodococcus_qingshengii,12.0
g__Rhodococcus.s__Rhodococcus_sp_29MFTsu3_1,1.0
g__Rhodococcus.s__Rhodococcus_sp_AW25M09,2.0
g__Rhodococcus.s__Rhodococcus_sp_P27,14.0
g__Rhodococcus.s__Rhodococcus_sp_R04,4.0
g__Rhodococcus.s__Rhodococcus_triatomae,1.0
g__Rhodococcus.s__Rhodococcus_wratislaviensis,845.0
g__Rhodomicrobium.s__Rhodomicrobium_vannielii,1.0
g__Rhodopirellula.s__Rhodopirellula_baltica,63.0
g__Rhodopseudomonas.s__Rhodopseudomonas_palustris,126.0
g__Rhodopseudomonas.s__Rhodopseudomonas_sp_B29,7.0
g__Rhodospirillales_noname.s__Reyranella_massiliensis,36.0
g__Rhodospirillum.s__Rhodospirillum_centenum,22.0
g__Riemerella.s__Riemerella_anatipestifer,1.0
g__Riemerella.s__Riemerella_columbina,100.0
g__Roseburia.s__Roseburia_hominis,2.0
g__Roseburia.s__Roseburia_intestinalis,2.0
g__Roseburia.s__Roseburia_inulinivorans,2.0
g__Roseobacter.s__Roseobacter_sp_AzwK_3b,1.0
g__Rothia.s__Rothia_aeria,1.0
g__Rothia.s__Rothia_dentocariosa,6.0
g__Rubellimicrobium.s__Rubellimicrobium_thermophilum,3.0
g__Rubrivivax.s__Rubrivivax_benzoatilyticus,25.0
g__Rubrivivax.s__Rubrivivax_gelatinosus,72.0
g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16,1.0
g__Ruminococcus.s__Ruminococcus_bromii,1.0
g__Ruminococcus.s__Ruminococcus_lactaris,92.0
g__Ruminococcus.s__Ruminococcus_sp,8.0
g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA,11.0
g__Ruminococcus.s__Ruminococcus_sp_JC304,106.0
g__Runella.s__Runella_slithyformis,1.0
g__Saccharomonospora.s__Saccharomonospora_marina,1.0
g__Saccharomonospora.s__Saccharomonospora_paurometabolica,1.0
g__Saccharomyces.s__Saccharomyces_cerevisiae,8.0
g__Salipiger.s__Salipiger_mucosus,2.0
g__Salmonella.s__Salmonella_bongori,3.0
g__Salmonella.s__Salmonella_enterica,89.0
g__Sandarakinorhabdus.s__Sandarakinorhabdus_limnophila,4.0
g__Sandarakinorhabdus.s__Sandarakinorhabdus_sp_AAP62,2.0
g__Scheffersomyces.s__Scheffersomyces_stipitis,37.0
g__Schizophyllum.s__Schizophyllum_commune,6.0
g__Schlesneria.s__Schlesneria_paludicola,13.0
g__Sclerotinia.s__Sclerotinia_sclerotiorum,18.0
g__Segetibacter.s__Segetibacter_koreensis,1.0
g__Selenomonas.s__Selenomonas_noxia,9.0
g__Selenomonas.s__Selenomonas_sp_CM52,25.0
g__Selenomonas.s__Selenomonas_sp_FOBRC6,4.0
g__Selenomonas.s__Selenomonas_sp_oral_taxon_138,2.0
g__Selenomonas.s__Selenomonas_sp_oral_taxon_149,4.0
g__Selenomonas.s__Selenomonas_sputigena,17.0
g__Serinicoccus.s__Serinicoccus_marinus,1.0
g__Serinicoccus.s__Serinicoccus_profundi,11.0
g__Serratia.s__Serratia_liquefaciens,12.0
g__Serratia.s__Serratia_marcescens,2.0
g__Serratia.s__Serratia_proteamaculans,10.0
g__Serratia.s__Serratia_sp_M24T3,1.0
g__Serratia.s__Serratia_sp_S4,12.0
g__Shewanella.s__Shewanella_decolorationis,10.0
g__Shewanella.s__Shewanella_oneidensis,23.0
g__Shewanella.s__Shewanella_putrefaciens,10.0
g__Shewanella.s__Shewanella_sp_W3_18_1,11.0
g__Shigella.s__Shigella_boydii,370.0
g__Shigella.s__Shigella_dysenteriae,307.0
g__Shigella.s__Shigella_flexneri,405.0
g__Shigella.s__Shigella_sonnei,345.0
g__Shigella.s__Shigella_sp_D9,371.0
g__Shimwellia.s__Shimwellia_blattae,1.0
g__Shinella.s__Shinella_zoogloeoides,12.0
g__Singularimonas.s__Singularimonas_variicoloris,5.0
g__Sinorhizobium.s__Sinorhizobium_fredii,3.0
g__Sinorhizobium.s__Sinorhizobium_meliloti,48.0
g__Solobacterium.s__Solobacterium_moorei,17.0
g__Sorangium.s__Sorangium_cellulosum,5.0
g__Sordaria.s__Sordaria_macrospora,6.0
g__Sphingobacterium.s__Sphingobacterium_spiritivorum,1.0
g__Sphingobium.s__Sphingobium_baderi,14.0
g__Sphingobium.s__Sphingobium_chinhatense,36.0
g__Sphingobium.s__Sphingobium_chlorophenolicum,61.0
g__Sphingobium.s__Sphingobium_indicum,4.0
g__Sphingobium.s__Sphingobium_japonicum,19.0
g__Sphingobium.s__Sphingobium_lactosutens,49.0
g__Sphingobium.s__Sphingobium_quisquiliarum,13.0
g__Sphingobium.s__Sphingobium_sp_AP49,11.0
g__Sphingobium.s__Sphingobium_sp_HDIP04,22.0
g__Sphingobium.s__Sphingobium_sp_SYK_6,11.0
g__Sphingobium.s__Sphingobium_sp_YL23,17.0
g__Sphingobium.s__Sphingobium_ummariense,21.0
g__Sphingobium.s__Sphingobium_xenophagum,107.0
g__Sphingobium.s__Sphingobium_yanoikuyae,73.0
g__Sphingomonas.s__Sphingomonas_echinoides,163.0
g__Sphingomonas.s__Sphingomonas_elodea,150.0
g__Sphingomonas.s__Sphingomonas_melonis,90.0
g__Sphingomonas.s__Sphingomonas_phyllosphaerae,65.0
g__Sphingomonas.s__Sphingomonas_sp_ATCC_31555,11.0
g__Sphingomonas.s__Sphingomonas_sp_KC8,6.0
g__Sphingomonas.s__Sphingomonas_sp_LH128,36.0
g__Sphingomonas.s__Sphingomonas_sp_MM_1,28.0
g__Sphingomonas.s__Sphingomonas_sp_Mn802worker,24.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26605,26.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26617,8.0
g__Sphingomonas.s__Sphingomonas_sp_PAMC_26621,12.0
g__Sphingomonas.s__Sphingomonas_sp_PR090111_T3T_6A,12.0
g__Sphingomonas.s__Sphingomonas_sp_S17,95.0
g__Sphingomonas.s__Sphingomonas_sp_SKA58,8.0
g__Sphingomonas.s__Sphingomonas_wittichii,14.0
g__Sphingopyxis.s__Sphingopyxis_alaskensis,154.0
g__Sphingopyxis.s__Sphingopyxis_baekryungensis,15.0
g__Sphingopyxis.s__Sphingopyxis_sp_MC1,9.0
g__Spirosoma.s__Spirosoma_linguale,1.0
g__Spirosoma.s__Spirosoma_panaciterrae,1.0
g__Stackebrandtia.s__Stackebrandtia_nassauensis,2.0
g__Staphylococcus.s__Staphylococcus_aureus,41.0
g__Staphylococcus.s__Staphylococcus_caprae_capitis,62.0
g__Staphylococcus.s__Staphylococcus_epidermidis,66.0
g__Staphylococcus.s__Staphylococcus_equorum,5.0
g__Staphylococcus.s__Staphylococcus_haemolyticus,5.0
g__Staphylococcus.s__Staphylococcus_hominis,10.0
g__Staphylococcus.s__Staphylococcus_massiliensis,1.0
g__Staphylococcus.s__Staphylococcus_pettenkoferi,8.0
g__Staphylococcus.s__Staphylococcus_pseudintermedius,1.0
g__Staphylococcus.s__Staphylococcus_saprophyticus,257.0
g__Staphylococcus.s__Staphylococcus_sp_AL1,23.0
g__Staphylococcus.s__Staphylococcus_sp_E463,1.0
g__Staphylococcus.s__Staphylococcus_sp_JGI_0001002_I23,3.0
g__Staphylococcus.s__Staphylococcus_sp_MDS7B,30.0
g__Staphylococcus.s__Staphylococcus_sp_OJ82,2.0
g__Staphylococcus.s__Staphylococcus_warneri,8.0
g__Staphylococcus.s__Staphylococcus_xylosus,3.0
g__Starkeya.s__Starkeya_novella,33.0
g__Stenotrophomonas.s__Stenotrophomonas_maltophilia,131.0
g__Stenotrophomonas.s__Stenotrophomonas_sp_SKA14,8.0
g__Streptococcus.s__Streptococcus_agalactiae,116.0
g__Streptococcus.s__Streptococcus_anginosus,9.0
g__Streptococcus.s__Streptococcus_australis,1.0
g__Streptococcus.s__Streptococcus_gordonii,4.0
g__Streptococcus.s__Streptococcus_intermedius,24.0
g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae,81.0
g__Streptococcus.s__Streptococcus_mutans,79.0
g__Streptococcus.s__Streptococcus_salivarius,74.0
g__Streptococcus.s__Streptococcus_sanguinis,5.0
g__Streptococcus.s__Streptococcus_sobrinus,2.0
g__Streptococcus.s__Streptococcus_sp_2_1_36FAA,1.0
g__Streptococcus.s__Streptococcus_sp_C300,7.0
g__Streptococcus.s__Streptococcus_sp_GMD4S,1.0
g__Streptococcus.s__Streptococcus_sp_M143,1.0
g__Streptococcus.s__Streptococcus_sp_M334,3.0
g__Streptococcus.s__Streptococcus_sp_SK140,4.0
g__Streptococcus.s__Streptococcus_thermophilus,4.0
g__Streptomyces.s__Streptomyces_acidiscabies,1.0
g__Streptomyces.s__Streptomyces_chartreusis,2.0
g__Streptomyces.s__Streptomyces_coelicolor,3.0
g__Streptomyces.s__Streptomyces_filamentosus,1.0
g__Streptomyces.s__Streptomyces_ghanaensis,3.0
g__Streptomyces.s__Streptomyces_himastatinicus,37.0
g__Streptomyces.s__Streptomyces_rimosus,20.0
g__Streptomyces.s__Streptomyces_scabrisporus,6.0
g__Streptomyces.s__Streptomyces_sp_CNQ766,1.0
g__Streptomyces.s__Streptomyces_sp_CNS335,4.0
g__Streptomyces.s__Streptomyces_sp_CNY243,3.0
g__Streptomyces.s__Streptomyces_sp_FxanaC1,2.0
g__Streptomyces.s__Streptomyces_sp_S4,32.0
g__Streptomyces.s__Streptomyces_sp_e14,4.0
g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA,9.0
g__Sutterella.s__Sutterella_parvirubra,6.0
g__Syntrophus.s__Syntrophus_aciditrophicus,1.0
g__Talaromyces.s__Talaromyces_marneffei,1.0
g__Talaromyces.s__Talaromyces_stipitatus,23.0
g__Tannerella.s__Tannerella_sp_6_1_58FAA_CT1,101.0
g__Teredinibacter.s__Teredinibacter_turnerae,1.0
g__Terracoccus.s__Terracoccus_sp_273MFTsu3_1,6.0
g__Terriglobus.s__Terriglobus_roseus,2.0
g__Terriglobus.s__Terriglobus_saanensis,2.0
g__Tetrahymena.s__Tetrahymena_thermophila,5.0
g__Tetrasphaera.s__Tetrasphaera_elongata,7.0
g__Thalassiosira.s__Thalassiosira_pseudonana,1529.0
g__Thalassobacter.s__Thalassobacter_arenae,4.0
g__Thauera.s__Thauera_aminoaromatica,13.0
g__Thauera.s__Thauera_phenylacetica,5.0
g__Thauera.s__Thauera_selenatis,3.0
g__Thauera.s__Thauera_sp_27,1.0
g__Thauera.s__Thauera_sp_63,1.0
g__Thauera.s__Thauera_sp_MZ1T,5.0
g__Thauera.s__Thauera_terpenica,1.0
g__Thermodesulfovibrio.s__Thermodesulfovibrio_yellowstonii,1.0
g__Thermosinus.s__Thermosinus_carboxydivorans,7.0
g__Thermus.s__Thermus_scotoductus,9.0
g__Thielavia.s__Thielavia_terrestris,162.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sulfidophilus,1.0
g__Thiobacillus.s__Thiobacillus_denitrificans,11.0
g__Thiomonas.s__Thiomonas_sp_FB_6,6.0
g__Thiothrix.s__Thiothrix_nivea,1.0
g__Toxoplasma.s__Toxoplasma_gondii,12.0
g__Treponema.s__Treponema_maltophilum,2.0
g__Trichophyton.s__Trichophyton_verrucosum,3.0
g__Trypanosoma.s__Trypanosoma_cruzi,1.0
g__Tuber.s__Tuber_melanosporum,3.0
g__Ustilago.s__Ustilago_maydis,27.0
g__Variovorax.s__Variovorax_paradoxus,147.0
g__Variovorax.s__Variovorax_sp_CF313,48.0
g__Veillonella.s__Veillonella_sp_6_1_27,1.0
g__Verminephrobacter.s__Verminephrobacter_aporrectodeae,4.0
g__Verminephrobacter.s__Verminephrobacter_eiseniae,2.0
g__Verrucomicrobium.s__Verrucomicrobium_spinosum,8.0
g__Verticillium.s__Verticillium_alfalfae,1.0
g__Vibrio.s__Vibrio_albensis,5.0
g__Vibrio.s__Vibrio_alginolyticus,3.0
g__Vibrio.s__Vibrio_cholerae,5.0
g__Vibrio.s__Vibrio_cyclitrophicus,3.0
g__Vibrio.s__Vibrio_scophthalmi,1.0
g__Vibrio.s__Vibrio_sp_Ex25,1.0
g__Vibrio.s__Vibrio_vulnificus,36.0
g__Weissella.s__Weissella_cibaria,1.0
g__Wenxinia.s__Wenxinia_marina,1.0
g__Xanthobacter.s__Xanthobacter_autotrophicus,3.0
g__Xanthomonadaceae_noname.s__Pseudomonas_geniculata,5.0
g__Xanthomonas.s__Xanthomonas_arboricola,3.0
g__Xanthomonas.s__Xanthomonas_axonopodis,3.0
g__Xanthomonas.s__Xanthomonas_campestris,2.0
g__Xanthomonas.s__Xanthomonas_gardneri,5.0
g__Xanthomonas.s__Xanthomonas_oryzae,1.0
g__Xanthomonas.s__Xanthomonas_perforans,2.0
g__Xanthomonas.s__Xanthomonas_sacchari,6.0
g__Xanthomonas.s__Xanthomonas_sp_NCPPB1132,3.0
g__Xanthomonas.s__Xanthomonas_sp_SHU166,5.0
g__Xanthomonas.s__Xanthomonas_sp_SHU199,6.0
g__Xanthomonas.s__Xanthomonas_sp_SHU308,5.0
g__Xanthomonas.s__Xanthomonas_translucens,3.0
g__Xanthomonas.s__Xanthomonas_vasicola,1.0
g__Xylella.s__Xylella_fastidiosa,5.0
g__Yarrowia.s__Yarrowia_lipolytica,5.0
g__Yersinia.s__Yersinia_pseudotuberculosis,8.0
g__Zymomonas.s__Zymomonas_mobilis,8.0
g__Zymoseptoria.s__Zymoseptoria_tritici,143.0
