taxa,reads
g__Staphylococcus.s__Staphylococcus_simiae,1.0
g__Starkeya.s__Starkeya_novella,1.0
g__Stenotrophomonas.s__Stenotrophomonas_maltophilia,10.0
g__Streptococcus.s__Streptococcus_agalactiae,159.0
g__Streptococcus.s__Streptococcus_australis,17.0
g__Streptococcus.s__Streptococcus_infantarius,2.0
g__Streptococcus.s__Streptococcus_infantis,1.0
g__Streptococcus.s__Streptococcus_mutans,26.0
g__Streptococcus.s__Streptococcus_parasanguinis,1.0
g__Streptococcus.s__Streptococcus_salivarius,460.0
g__Streptococcus.s__Streptococcus_sobrinus,20.0
g__Streptococcus.s__Streptococcus_sp_GMD4S,1.0
g__Streptomyces.s__Streptomyces_coelicoflavus,1.0
g__Streptomyces.s__Streptomyces_sp_Mg1,1.0
g__Streptomyces.s__Streptomyces_sp_S4,6.0
g__Sutterella.s__Sutterella_parvirubra,11.0
g__Sutterella.s__Sutterella_wadsworthensis,1.0
g__Talaromyces.s__Talaromyces_stipitatus,4.0
g__Tannerella.s__Tannerella_forsythia,23.0
g__Tannerella.s__Tannerella_sp_6_1_58FAA_CT1,117.0
g__Tetrahymena.s__Tetrahymena_thermophila,3.0
g__Tetrasphaera.s__Tetrasphaera_elongata,2.0
g__Thalassiosira.s__Thalassiosira_pseudonana,109.0
g__Thauera.s__Thauera_aminoaromatica,1.0
g__Thauera.s__Thauera_phenylacetica,2.0
g__Thauera.s__Thauera_sp_63,1.0
g__Thermoanaerobacterium.s__Thermoanaerobacterium_saccharolyticum,1.0
g__Thermosinus.s__Thermosinus_carboxydivorans,8.0
g__Thielavia.s__Thielavia_terrestris,61.0
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJT,3.0
g__Toxoplasma.s__Toxoplasma_gondii,5.0
g__Tsukamurella.s__Tsukamurella_paurometabola,1.0
g__Ureibacillus.s__Ureibacillus_thermosphaericus,1.0
g__Variovorax.s__Variovorax_paradoxus,10.0
g__Variovorax.s__Variovorax_sp_CF313,2.0
g__Verminephrobacter.s__Verminephrobacter_aporrectodeae,2.0
g__Verminephrobacter.s__Verminephrobacter_eiseniae,1.0
g__Vibrio.s__Vibrio_cholerae,5.0
g__Vibrio.s__Vibrio_cyclitrophicus,7.0
g__Vibrio.s__Vibrio_harveyi,1.0
g__Vibrio.s__Vibrio_parahaemolyticus,1.0
g__Vibrio.s__Vibrio_sp_HENC_02,4.0
g__Winogradskyella.s__Winogradskyella_psychrotolerans,1.0
g__Xanthomonadaceae_noname.s__Pseudomonas_geniculata,1.0
g__Xanthomonas.s__Xanthomonas_perforans,1.0
g__Xanthomonas.s__Xanthomonas_translucens,2.0
g__Yarrowia.s__Yarrowia_lipolytica,1.0
g__Zymoseptoria.s__Zymoseptoria_tritici,17.0
